Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
12 Dec 2019,2019 general election,–,50.0%,16.3%,32.1%,—,1.6%,17.9
25–28 Oct 2019,Survation/Liberal Democrats,408,42%,16%,31%,8%,4%,11.0
8 Jun 2017,2017 general election,–,53.3%,27.7%,19.0%,–,—,25.6
