Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,PC,Brx,Grn,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Lead
12 Dec 2019,2019 general election,–,39.0%,45.3%,4.3%,6.4%,3.6%,1.3%,6.3
27–30 Nov 2019,Survation/The Economist,405,29%,44%,5%,10%,9%,–,15.0
8 Jun 2017,2017 general election,–,48.9%,43.7%,2.5%,5.0%,–,–,5.2
