Date(s) conducted,Polling organisation/client,Sample size,Con,Lab,UKIP,LD,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
8 Jun 2017,2017 general election,–,58.6%,28.5%,–,9.0%,4.0%,30.1
22 Mar 2017,Survation/38 Degrees,507,58%,17%,9%,12%,4%,41.0
7 May 2015,2015 general election,–,58.6%,18.3%,10.8%,8.5%,3.8%,40.3
