Date(s) conducted,Pollster/client(s),Sample size,Lab,LD,Con,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,48.0%,30.0%,15.5%,4.0%,1.9%,0.5%,17.9
16–17 Oct 2019,Survation/Liberal Democrats,417,30%,39%,10%,12%,7%,1%,9.0
8 Jun 2017,2017 general election,–,51.9%,29.3%,16.3%,2.2%,,0.2%,22.6
