Date(s) conducted,Pollster,Client,Sample size,Lab,Con,PC,LD,Others,Lead
Date(s) conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
5 May 2005,2005 general election,2005 general election,–,42.7%,21.4%,12.6%,18.4%,4.9%,21.3
May–Jun 2004,NOP,HTV Wales,Unknown,41%,22%,15%,16%,6%,19.0
Mar 2003,NOP,HTV Wales,Unknown,51%,16%,15%,15%,3%,35.0
Nov 2002,NOP,HTV Wales,Unknown,51%,18%,14%,14%,2%,33.0
7 Jun 2001,2001 general election,2001 general election,–,48.6%,21.0%,14.3%,13.8%,2.3%,27.6
