Date(s) conducted,Polling organisation/client,Sample size,Lab,SNP,Con,Grn,LD,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,–,54.9%,22.5%,19.7%,–,2.9%,–,32.4
3–4 Apr 2017,Survation/Stop Brexit Alliance,530,40%,30%,20%,7%,3%,1%,10.0
7 May 2015,2015 general election,–,39.1%,33.8%,17.5%,4.2%,3.7%,1.6%,5.3
