Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,UKIP,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,54.9%,31.8%,7.8%,0.0%,2.5%,1.5%,1.6%,23.1
4–10 Dec 2019,YouGov (MRP),[42],51%,34%,8%,–,2%,2%,2%,17.0
21–22 Nov 2019,Survation/Daily Mail,464,49%,31%,13%,–,3%,3%,1%,18.0
17–28 Oct 2019,YouGov,896,45%,22%,15%,0%,6%,12%,1%,23.0
8 Jun 2017,2017 general election,–,50.8%,40.5%,4.3%,2.4%,1.5%,–,0.6%,10.3
