Date(s) conducted,Pollster,Client,Sample size,Con,LD,Lab,Others,Lead
Date(s) conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
1 May 1997,1997 general election,1997 general election,–,37.8%,52.9%,5.5%,3.7%,15.1
6 May 1993,1993 Newbury by-election,1993 Newbury by-election,–,31.4%,65.1%,2.7%,6.0%,38.2
2 May 1993,?[16],Mail on Sunday,Unknown,38%,50%,–,12%,12.0
9 Apr 1992,1992 general election,1992 general election,–,55.9%,37.3%,6.0%,0.8%,18.6
