Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
12 Dec 2019,2019 general election,–,48.8%,41.1%,8.4%,1.7%,–,7.7
14–21 Nov 2019,Deltapoll/Peter Kellner,501,51%,33%,12%,1%,3%,14.0
4–22 Nov 2019,Datapraxis/YouGov,350–400,46.6%,32.3%,18%,3%,–,14.3
8 Jun 2017,2017 general election,–,48.0%,46.0%,3.8%,1.1%,1.1%,2.0
