Date(s) conducted,Polling organisation/client,Sample size,Con,Lab,UKIP,LD,Grn,Others,Lead,Unnamed: 10_level_0
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead,Unnamed: 10_level_1
8 Jun 2017,2017 general election,–,50.7%,40.5%,2.4%,4.3%,1.4%,0.6%,10.2,
24 Apr – 5 May 2017,YouGov,1164,54%,28%,7%,8%,2%,0%,26,
8 Dec 2016,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election,Sleaford and North Hykeham by-election
7 May 2015,2015 general election,–,43.5%,31.6%,15.8%,5.6%,3.0%,0.6%,11.9,
