Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,39.2%,49.3%,3.7%,1.4%,4.2%,2.2%,10.1
30–31 Oct 2019,Survation,506,34%,45%,5%,2%,13%,2%,11.0
8 Jun 2017,2017 general election,–,51.1%,41.7%,2.7%,–,–,4.4%,9.4
