Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,UKIP,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,42.6%,38.3%,6.9%,0.1%,2.3%,7.9%,1.7%,4.3
4–10 Dec 2019,YouGov (MRP),[39],44%,35%,7%,–,2%,10%,1%,9.0
21–22 Nov 2019,Survation/Daily Mail,248,42%,30%,11%,–,4%,13%,–,12.0
17–28 Oct 2019,YouGov,523,32%,26%,15%,1%,7%,19%,1%,6.0
8 Jun 2017,2017 general election,–,55.6%,34.5%,4.6%,3.9%,1.3%,–,0.2%,21.1
