Date(s) conducted,Polling organisation/client,Sample size,Grn,Lab,Con,UKIP,LD,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,,52.3%,26.8%,19.2%,1.1%,–,0.7%,25.5
27 Apr – 1 May 2017,ICM Unlimited,1001,47%,23%,25%,3%,2%,0%,22.0
7 May 2015,2015 general election,–,41.8%,27.3%,22.8%,5.0%,2.8%,0.4%,14.6
