Date(s) conducted,Polling organisation/client,Sample size,Lab,Con,UKIP,LD,Grn,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,–,55.5%,34.4%,3.9%,4.6%,1.3%,0.5%,21.1
24 Apr – 5 May 2017,YouGov,639,42%,40%,8%,6%,2%,0%,2.0
7 May 2015,2015 general election,–,46.9%,25.3%,16.7%,6.5%,3.6%,0.9%,21.6
