Date(s) conducted,Polling organisation/client,Sample size,Lab,Con,UKIP,LD,Grn,Others,Lead,Unnamed: 10_level_0
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead,Unnamed: 10_level_1
8 Jun 2017,2017 general election,–,54.9%,36.2%,1.9%,5.4%,1.1%,0.5%,18.7,
24 Apr – 5 May 2017,YouGov,1537,42%,42%,6%,8%,2%,0%,Tie,
23 Feb 2017,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election,Copeland by-election
3 Dec 2015,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election,Oldham West and Royton by-election
7 May 2015,2015 general election,–,44.6%,31.2%,13.6%,6.5%,3.2%,0.7%,13.4,
