Date(s) conducted,Pollster,Client,Sample size,UUP,SDLP,SF,DUP,APNI,Lead
Date(s) conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Lead
7 Jun 2001,2001 general election[41],2001 general election[41],–,26.8%,21%,21.7%,22.5%,3.6%,4.3%
21 Sep 2000,South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10],South Antrim by-election[10]
10–15 Jun 2001,Ulster Marketing Survey,Belfast Telegraph,1031,25%,25%,16%,14%,5%,Tie
25 Jun 1998,Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26],Election to the Northern Ireland Assembly[26]
22 May 1998,Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27],Good Friday Agreement Referendum[27]
21 May 1997,Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42],Local elections held[42]
1 May 1997,1997 general election[43],1997 general election[43],–,32.7%,24.1%,16.1%,13.6%,8%,8.6%
