Date(s) conducted,Pollster,Client,Sample size,Con,LD,Lab,Others,Lead
Date(s) conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
1 May 1997,1997 general election,1997 general election,–,46.4%,42.6%,6.9%,4.1%,3.8
29 Jul 1993,1993 Christchurch by-election,1993 Christchurch by-election,–,31.4%,62.2%,2.7%,3.6%,30.8
Early Apr 1993[a],?[15],Bournemouth Echo,Unknown,28.3%,32.5%,8.3%,–,4.2
9 Apr 1992,1992 general election,1992 general election,–,63.5%,23.6%,12.1%,13.1%,39.9
