Dates conducted,Pollster,Client,Sample size,Lab,SNP,LD,Con,SSP,Others,Lead
Dates conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
6 May 2010,2010 general election,2010 general election,–,61.6%,24.7%,5.0%,4.5%,1.4%,2.7%,36.9
24 Jul 2008,2008 by-election,2008 by-election,–,41.7%,43.1%,3.5%,6.3%,2.1%,3.4%,1.4
14–17 Jul 2008,Progressive Scottish Opinion[271],–,?,52%,35%,7%,3%,–,–,17.0
10–11 Jul 2008,ICM[271],Sunday Telegraph,?,47%,33%,9%,7%,–,4%,14.0
5 May 2005,2005 general election,2005 general election,–,60.7%,17.0%,11.8%,6.9%,3.5%,–,43.7
