Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,UKIP,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,54.2%,22.1%,18.3%,3.9%,0.1%,0.2%,1.2%,32.1
4–10 Dec 2019,YouGov (MRP),[45],51%,24%,19%,4%,–,–,2%,27.0
17–28 Oct 2019,YouGov,1592,41%,16%,23%,6%,0%,12%,0%,18.0
8 Jun 2017,2017 general election,–,54.8%,28.6%,10.6%,3.1%,2.2%,–,0.8%,26.2
