Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,43.8%,42.3%,9.2%,2.8%,1.5%,0.4% [l],1.5
21–23 Nov 2019,Survation/The Economist,413,39%,40%,10%,–,6%,4%,1.0
8 Jun 2017,2017 general election,–,46.7%,44.4%,5.2%,2.2%,–,1.7% [m],2.3
