Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,32.7%,54.9%,3.2%,1.6%,7.2%,0.5%,22.2
14–15 Nov 2019,Survation/The Economist,401,31%,44%,4%,3%,17%,1%,13.0
8 Jun 2017,2017 general election,–,49.4%,42.2%,2.7%,–,–,5.7%,7.2
