Date(s) conducted,Polling organisation/client,Sample size,Theresa May,Jeremy Corbyn,Tim Farron,Paul Nuttall,Don't Know,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Don't Know,Lead
27 April–1 May,Lord Ashcroft Polls,40329.0,64%,25%,11%,—N/a,—N/a,39%
27–28 Apr,YouGov/Sunday Times,1612.0,45%,16%,6%,2%,32%,29%
20–21 Apr,YouGov/Sunday Times,1590.0,46%,12%,6%,1%,35%,34%
19–20 Apr,ComRes/Sunday Mirror Archived 22 April 2017 at the Wayback Machine,2074.0,62%,25%,10%,4%,—N/a,37%
,,,,,,,,
