Date(s) conducted,Pollster/client(s),Sample size,LD,Con,Lab,Brx,Grn,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,41.1%,42.4%,12.4%,2.1%,1.5%,0.4%,1.3
4–22 Nov 2019,Datapraxis/YouGov,?,42.8%,41.2%,9%,2.6%,4.4%,–,1.6
8 Jun 2017,2017 general election,–,41%,38.3%,18.4%,–,1.3%,–,2.7
