Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,Gauke (Ind),Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,49.6%,11.8%,10.2%,2.4%,26.0%,—,23.5
22–26 Nov 2019,Deltapoll/Peter Kellner,405,50%,17%,13%,2%,16%,2%,33.0
8 Jun 2017,2017 general election,–,57.9%,25.7%,11.7%,2.6%,—N/a,2.1,32.2
