Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,UKIP,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,53.5%,33.9%,7.9%,0.0%,2.9%,1.3%,0.4%,19.6
4–10 Dec 2019,YouGov (MRP),[43],49%,36%,9%,–,3%,2%,1%,13.0
21–22 Nov 2019,Survation/Daily Mail,507,41%,34%,15%,–,4%,5%,2%,7.0
17–28 Oct 2019,YouGov,1017,43%,23%,14%,0%,7%,12%,1%,20.0
8 Jun 2017,2017 general election,–,49.1%,42.6%,4.4%,1.8%,1.6%,–,0.5%,6.5
