Dates conducted,Pollster,Client,Sample size,Lab,Con,LD,Grn,UKIP,Others,Lead
Dates conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
6 May 2010,2010 general election,2010 general election,–,31.4%,40.6%,18.3%,2.9%,4.4%,2.4%,9.2
23 Jul 2009,2009 by-election,2009 by-election,–,18.2%,39.5%,14.0%,9.7%,11.8%,6.8%,21.3
19–21 Jun 2009,ICM[272],University of East Anglia,?,30%,34%,15%,14%,7%,7%,4.0
5 May 2005,2005 general election,2005 general election,–,44.9%,33.2%,16.2%,2.7%,2.4%,0.7%,11.7
