Dates conducted,Pollster,Client,Sample size,Lab,Con,LD,Others,Lead
Dates conducted,Pollster,Client,Sample size,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
6 May 2010,2010 general election,2010 general election,–,36.9%,41.3%,14.8%,7.0%,4.4
11–21 Sep 2009,YouGov[257],PoliticsHome,Unknown,32%,42%,16%,10%,10.0
22 Jul – 4 Aug 2008,YouGov[258],PoliticsHome,Unknown,30%,46%,16%,7%,16.0
5 May 2005,2005 general election,2005 general election,–,42%,36%,17%,5%,6.0
