Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,UKIP,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,57.2%,24.5%,13.4%,0.0%,2.9%,0.4%,1.6%,32.7
4–10 Dec 2019,YouGov (MRP),[44],54%,27%,14%,–,3%,1%,2%,27.0
17–28 Oct 2019,YouGov,1107,45%,17%,18%,0%,5%,14%,0%,27.0
8 Jun 2017,2017 general election,–,54.7%,32.8%,7.9%,2.5%,1.5%,–,0.2%,21.9
