Date(s) conducted,Polling organisation/client,Sample size,Con,Lab,LD,UKIP,Grn,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,–,51.4%,29.1%,15.0%,1.1%,2.3%,1.2%,22.3
24 Apr – 5 May 2017,YouGov,1378,52%,22%,16%,6%,3%,1%,30.0
7 May 2015,2015 general election,–,46.5%,17.7%,15.1%,13.6%,5.9%,1.2%,28.8
