Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
12 Dec 2019,2019 general election,–,50.4%,24.2%,22.1%,2.5%,–,0.8%,26.1
16–17 Oct 2019,Survation/Liberal Democrats,405,44%,14%,28%,3%,7%,4%,16.0
8 Jun 2017,2017 general election,–,53.6%,34.7%,8.3%,2.3%,–,1.1%,18.9
