Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,UKIP,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,52.9%,23.3%,18.1%,3.7%,0.0%,0.3%,1.5%,29.6
4–10 Dec 2019,YouGov (MRP),[46],50%,25%,19%,3%,–,–,2%,25.0
17–28 Oct 2019,YouGov,1172,41%,17%,21%,7%,0%,13%,1%,20.0
8 Jun 2017,2017 general election,–,51.5%,29.1%,14.9%,2.2%,1.1%,–,1.1%,22.4
