Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,UKIP,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,41.1%,50.7%,–,4.3%,–,4.0%,–,9.6
9 Dec 2019,Survation,?,43%,46%,–,3%,–,7%,–,3.0
8 Jun 2017,2017 general election,–,48.5%,46.8%,2.2%,1.8%,0.7%,–,–,1.6
