Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,AWP,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Others,Lead
12 Dec 2019,2019 general election,–,49.9%,23.2%,25.9%,1.1%,–,24.0
14–21 Nov 2019,Deltapoll/Peter Kellner,502,48%,24%,25%,–,3%,23.0
4–22 Nov 2019,Datapraxis/YouGov,?,41.6%,21.4%,34.4%,–,0%,7.2
8 Jun 2017,2017 general election,–,52.6%,33.2%,11.0%,–,3.1%,19.4
