Date(s) conducted,Pollster/client(s),Sample size,Con,Lab,LD,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,–,49.6%,10.4%,37.7%,2.2%,—,0.1%,11.9
31 Oct—4 Nov 2019,Survation/Liberal Democrats,406,42%,12%,38%,3%,5%,—,4.0
8 Jun 2017,2017 general election,–,56.6%,25.1%,15.9%,2.3%,—,—,24.6
