Polling firm,Last date of polling,Link,LPC,CPC,NDP,BQ,GPC,PPC,Others,Margin of error[b],Sample size[c],Polling method[d],Lead
Polling firm,Last date of polling,Link,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Margin of error[b],Sample size[c],Polling method[d],Lead
Leger,"September 1, 2021",[343],33,20,13,28,3,2,1,±1.8 pp,3102,online,5
Leger,"December 13, 2020",[344],33,21,11,30,4,—N/a,1,±3.1 pp,1004,online,3
Leger,"September 3, 2020",[345],30,20,14,30,5,—N/a,1,±3.1 pp,1000,online,0
