Date(s) conducted,Polling organisation/client,Sample size,Con,Lab,LD,Grn,UKIP,Others,Lead
Date(s) conducted,Polling organisation/client,Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Lead
8 Jun 2017,2017 general election,–,42.2%,42.2%,12.2%,2.0%,–,1.4%,0.05
25–27 Apr 2017,Survation/Stop Brexit Alliance,522,46%,29%,17%,7%,1%,0%,17.0
7 May 2015,2015 general election,–,52.3%,31.1%,5.6%,5.1%,4.5%,1.5%,21.2
