Date(s) conducted,Pollster/client(s),Sample size,Lab,Con,LD,UKIP,Grn,Brx,Others,Lead
Date(s) conducted,Pollster/client(s),Sample size,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Others,Lead
12 Dec 2019,2019 general election,–,38.8%,43.0%,8.0%,0.0%,2.2%,5.9%,1.7%,4.8
4–10 Dec 2019,YouGov (MRP),[41],40%,40%,8%,–,2%,7%,2%,Tie
21–22 Nov 2019,Survation/Daily Mail,434,39%,38%,13%,–,3%,7%,1%,1
17–28 Oct 2019,YouGov,1036,29%,34%,16%,0%,7%,14%,1%,5
8 Jun 2017,2017 general election,–,49.1%,40.6%,5.0%,2.6%,1.3%,–,1.4%,8.5
