Polling firm,Last date,Link,LPC,CPC,BQ,NDP,GPC,Others,Margin of error[c],Sample size[d],Polling method[e],Lead,Unnamed: 13_level_0
Polling firm,Last date,Link,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Others,Margin of error[c],Sample size[d],Polling method[e],Lead,Unnamed: 13_level_1
,,,,,,,,,,,,,
2025 election,"April 28, 2025",HTML,169.0,144.0,22.0,7.0,1.0,0.0,—N/a,19597674.0,—N/a,Liberal minority,
YouGov (MRP),"April 25, 2025",[20],185.0,135.0,18.0,3.0,2.0,0.0,—N/a,5694.0,—N/a,Liberal majority,
YouGov (MRP),"April 22, 2025",[34],182.0,133.0,23.0,4.0,1.0,0.0,—N/a,6077.0,—N/a,Liberal majority,
,,,,,,,,,,,,,
2021 election,"September 20, 2021",HTML,160.0,119.0,32.0,25.0,2.0,0.0,—N/a,17034243.0,—N/a,Liberal minority,
