country,election_year,source_table,poll_party_rows,party_count,party_signature,marker_candidate_count,best_marker_date_raw,best_marker_relevance,national_overlap_parties,marker_mae,marker_max_abs_error,scope_status,scope_reason
uk,2019,uk_2019_table19.csv,19,5,CON|GRN|LAB|LD|UKIP,2,12 Dec 2019,explicit_current_year,3,8.20149664215768,9.27406755958544,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table21.csv,14,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,6.9478817308992795,12.023359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table22.csv,14,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,20.834357881571595,28.12593244041456,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table23.csv,11,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,17.834829975491015,30.453781785593918,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table24.csv,9,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,14.234829975491015,20.55378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table25.csv,12,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,9.198975451761738,20.276640581293687,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table26.csv,14,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,16.81878493576739,29.55378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table27.csv,12,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,9.834829975491013,14.353781785593915,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table28.csv,12,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,8.181215064232612,13.82335941870631,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table29.csv,20,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,9.252118269100722,19.153781785593914,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table30.csv,25,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,9.468163308824348,20.353781785593917,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table31.csv,16,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,5.781215064232612,9.023359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table32.csv,15,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,7.001024548238263,9.753781785593917,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table33.csv,20,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,8.767691214904929,13.023359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table34.csv,9,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,23.61878493576739,41.55378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table35.csv,12,2,CON|LD,2,12 Dec 2019,explicit_current_year,2,12.06485711300424,18.90378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table36.csv,12,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,10.134829975491014,13.27406755958544,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table37.csv,11,4,BRX|CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,7.781215064232614,9.023359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table38.csv,9,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,4.283736254628557,6.923359418706312,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table39.csv,13,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,6.881215064232612,7.8462182144060835,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table40.csv,8,3,CON|GRN|LAB,2,12 Dec 2019,explicit_current_year,2,17.325354070439566,22.17664058129369,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table41.csv,12,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,22.268163308824352,33.45378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table42.csv,9,3,CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,17.768163308824352,27.65378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table43.csv,15,4,BRX|CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,7.665170024508986,16.523359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table44.csv,12,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,5.081215064232613,8.023359418706313,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table46.csv,11,4,BRX|CON|LAB|LD,2,12 Dec 2019,explicit_current_year,3,25.01878493576739,42.95378178559392,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table47.csv,12,4,CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,8.401496642157682,10.553781785593918,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table48.csv,14,5,BRX|CON|LAB|LD|PC,2,12 Dec 2019,explicit_current_year,3,5.281215064232612,7.246218214406084,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table49.csv,13,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,5.131836691175652,11.723359418706309,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table50.csv,13,5,BRX|CON|GRN|LAB|LD,2,12 Dec 2019,explicit_current_year,3,6.747881730899279,11.27406755958544,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table8.csv,196,6,BRX|CON|GRN|LAB|LD|SNP,2,12 Dec 2019,explicit_current_year,3,11.349597078704775,18.525932440414557,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table9.csv,114,6,BRX|CON|GRN|LAB|LD|PC,2,12 Dec 2019,explicit_current_year,3,7.298503357842317,8.82335941870631,rejected_marker_mismatch,election marker materially differs from national actual results
uk,2019,uk_2019_table10.csv,24,4,DUP|SDLP|SF|UUP,2,12 Dec 2019,explicit_current_year,0,,,review,fewer than 2 marker parties matched national actuals
uk,2019,uk_2019_table3.csv,989,7,CON|GRN|LAB|LD|PC|SNP|UKIP,0,,,0,,,review,no usable current-cycle election marker
uk,2019,uk_2019_table4.csv,421,7,CON|GRN|LAB|LD|PC|SNP|UKIP,1,,,0,,,review,no usable current-cycle election marker
uk,2019,uk_2019_table45.csv,12,4,CON|GRN|LAB|LD,1,,,0,,,review,no usable current-cycle election marker
uk,2019,uk_2019_table5.csv,115,5,BRX|GRN|LD|PC|SNP,2,12 Dec 2019,explicit_current_year,1,0.5462182144060836,0.5462182144060836,review,fewer than 2 marker parties matched national actuals
uk,2024,uk_2024_table10.csv,11,4,CON|GRN|LAB|LD,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table11.csv,29,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table12.csv,15,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table14.csv,190,4,GRN|LD|PC|SNP,2,4 Jul 2024,explicit_current_year,0,,,review,fewer than 2 marker parties matched national actuals
uk,2024,uk_2024_table2.csv,1711,6,CON|GRN|LAB|LD|PC|SNP,1,4 Jul 2024,explicit_current_year,0,,,review,fewer than 2 marker parties matched national actuals
uk,2024,uk_2024_table3.csv,1975,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table4.csv,1791,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table5.csv,1597,6,CON|GRN|LAB|LD|PC|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table6.csv,1116,7,BRX|CON|GRN|LAB|LD|PC|SNP,1,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table7.csv,19,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
uk,2024,uk_2024_table8.csv,39,5,CON|GRN|LAB|LD|SNP,0,,,0,,,review,no usable current-cycle election marker
us,1968,pres_pollaverages_1968-2016.csv,693,2,OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
us,1972,pres_pollaverages_1968-2016.csv,496,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,1976,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,1980,pres_pollaverages_1968-2016.csv,722,3,DEM|OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
us,1984,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,1988,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,1992,pres_pollaverages_1968-2016.csv,722,3,DEM|OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
us,1996,pres_pollaverages_1968-2016.csv,753,3,DEM|OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
us,2000,pres_pollaverages_1968-2016.csv,753,3,DEM|OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
us,2004,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,2008,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,2012,pres_pollaverages_1968-2016.csv,502,2,DEM|REP,0,,,0,,,review,no usable current-cycle election marker
us,2016,pres_pollaverages_1968-2016.csv,736,3,DEM|OTHER|REP,0,,,0,,,review,no usable current-cycle election marker
