country,election_year,party,poll_date,pct,rolling_avg,momentum_1st_diff,momentum_2nd_diff
canada,2015,CPC,2015-10-07,32.5,32.94,2.5,8.5
canada,2015,CPC,2015-10-07,31.6,32.44,-0.8999999999999986,-3.3999999999999986
canada,2015,CPC,2015-10-08,31.0,32.22,-0.6000000000000014,0.29999999999999716
canada,2015,CPC,2015-10-08,30.0,31.02,-1.0,-0.3999999999999986
canada,2015,CPC,2015-10-08,33.7,31.76,3.700000000000003,4.700000000000003
canada,2015,CPC,2015-10-09,31.0,31.46,-2.700000000000003,-6.400000000000006
canada,2015,CPC,2015-10-09,28.6,30.860000000000003,-2.3999999999999986,0.30000000000000426
canada,2015,CPC,2015-10-09,33.0,31.26,4.399999999999999,6.799999999999997
canada,2015,CPC,2015-10-10,35.5,32.36,2.5,-1.8999999999999986
canada,2015,CPC,2015-10-10,29.0,31.419999999999998,-6.5,-9.0
canada,2015,CPC,2015-10-11,28.9,31.0,-0.10000000000000142,6.399999999999999
canada,2015,CPC,2015-10-11,30.0,31.28,1.1000000000000014,1.2000000000000028
canada,2015,CPC,2015-10-12,31.1,30.9,1.1000000000000014,0.0
canada,2015,CPC,2015-10-13,29.9,29.78,-1.2000000000000028,-2.3000000000000043
canada,2015,CPC,2015-10-13,29.2,29.82,-0.6999999999999993,0.5000000000000036
canada,2015,CPC,2015-10-13,31.0,30.24,1.8000000000000007,2.5
canada,2015,CPC,2015-10-14,29.4,30.119999999999997,-1.6000000000000014,-3.400000000000002
canada,2015,CPC,2015-10-14,31.0,30.1,1.6000000000000014,3.200000000000003
canada,2015,CPC,2015-10-14,32.6,30.639999999999997,1.6000000000000014,0.0
canada,2015,CPC,2015-10-15,33.0,31.4,0.3999999999999986,-1.2000000000000028
canada,2015,CPC,2015-10-15,32.8,31.76,-0.20000000000000284,-0.6000000000000014
canada,2015,CPC,2015-10-15,30.6,31.999999999999993,-2.1999999999999957,-1.999999999999993
canada,2015,CPC,2015-10-16,33.3,32.46,2.6999999999999957,4.8999999999999915
canada,2015,CPC,2015-10-16,30.7,32.08,-2.599999999999998,-5.299999999999994
canada,2015,CPC,2015-10-16,30.0,31.479999999999997,-0.6999999999999993,1.8999999999999986
canada,2015,CPC,2015-10-16,31.0,31.119999999999997,1.0,1.6999999999999993
canada,2015,CPC,2015-10-17,30.5,31.1,-0.5,-1.5
canada,2015,CPC,2015-10-17,32.6,30.96,2.1000000000000014,2.6000000000000014
canada,2015,CPC,2015-10-17,31.0,31.02,-1.6000000000000014,-3.700000000000003
canada,2015,CPC,2015-10-18,30.0,31.02,-1.0,0.6000000000000014
canada,2015,CPC,2015-10-18,31.9,31.2,1.8999999999999986,2.8999999999999986
canada,2015,CPC,2015-10-18,30.5,31.2,-1.3999999999999986,-3.299999999999997
canada,2015,CPC,2015-10-19,31.9,31.060000000000002,1.3999999999999986,2.799999999999997
canada,2015,GPC,2015-08-02,3.0,3.0,,
canada,2015,GPC,2015-08-07,5.0,4.0,2.0,
canada,2015,GPC,2015-08-10,4.0,4.0,-1.0,-3.0
canada,2015,GPC,2015-08-11,6.0,4.5,2.0,3.0
canada,2015,GPC,2015-08-11,4.0,4.4,-2.0,-4.0
canada,2015,GPC,2015-08-11,7.3,5.26,3.3,5.3
canada,2015,GPC,2015-08-12,6.0,5.46,-1.2999999999999998,-4.6
canada,2015,GPC,2015-08-14,5.3,5.720000000000001,-0.7000000000000002,0.5999999999999996
canada,2015,GPC,2015-08-17,6.0,5.720000000000001,0.7000000000000002,1.4000000000000004
canada,2015,GPC,2015-08-19,4.0,5.720000000000001,-2.0,-2.7
canada,2015,GPC,2015-08-21,5.2,5.3,1.2000000000000002,3.2
canada,2015,GPC,2015-08-24,3.0,4.7,-2.2,-3.4000000000000004
canada,2015,GPC,2015-08-24,4.0,4.4399999999999995,1.0,3.2
canada,2015,GPC,2015-08-25,5.8,4.4,1.7999999999999998,0.7999999999999998
canada,2015,GPC,2015-08-26,6.0,4.8,0.20000000000000018,-1.5999999999999996
canada,2015,GPC,2015-08-26,4.0,4.5600000000000005,-2.0,-2.2
canada,2015,GPC,2015-08-28,7.0,5.36,3.0,5.0
canada,2015,GPC,2015-08-28,5.4,5.640000000000001,-1.5999999999999996,-4.6
canada,2015,GPC,2015-09-01,4.0,5.279999999999999,-1.4000000000000004,0.1999999999999993
canada,2015,GPC,2015-09-01,6.4,5.359999999999999,2.4000000000000004,3.8000000000000007
canada,2015,GPC,2015-09-02,5.0,5.56,-1.4000000000000004,-3.8000000000000007
canada,2015,GPC,2015-09-06,6.0,5.36,1.0,2.4000000000000004
canada,2015,GPC,2015-09-08,6.1,5.5,0.09999999999999964,-0.9000000000000004
canada,2015,GPC,2015-09-08,3.0,5.3,-3.0999999999999996,-3.1999999999999993
canada,2015,GPC,2015-09-08,5.9,5.2,2.9000000000000004,6.0
canada,2015,GPC,2015-09-09,4.8,5.16,-1.1000000000000005,-4.000000000000001
canada,2015,GPC,2015-09-10,4.6,4.88,-0.20000000000000018,0.9000000000000004
canada,2015,GPC,2015-09-10,6.0,4.859999999999999,1.4000000000000004,1.6000000000000005
canada,2015,GPC,2015-09-10,3.0,4.859999999999999,-3.0,-4.4
canada,2015,GPC,2015-09-11,6.0,4.88,3.0,6.0
canada,2015,GPC,2015-09-11,4.0,4.720000000000001,-2.0,-5.0
canada,2015,GPC,2015-09-12,4.1,4.62,0.09999999999999964,2.0999999999999996
canada,2015,GPC,2015-09-13,4.0,4.220000000000001,-0.09999999999999964,-0.1999999999999993
canada,2015,GPC,2015-09-13,4.3,4.48,0.2999999999999998,0.39999999999999947
canada,2015,GPC,2015-09-14,4.8,4.24,0.5,0.20000000000000018
canada,2015,GPC,2015-09-15,6.0,4.64,1.2000000000000002,0.7000000000000002
canada,2015,GPC,2015-09-15,5.3,4.880000000000001,-0.7000000000000002,-1.9000000000000004
canada,2015,GPC,2015-09-15,8.0,5.68,2.7,3.4000000000000004
canada,2015,GPC,2015-09-15,7.6,6.340000000000001,-0.40000000000000036,-3.1000000000000005
canada,2015,GPC,2015-09-16,5.8,6.539999999999999,-1.7999999999999998,-1.3999999999999995
canada,2015,GPC,2015-09-17,5.8,6.5,0.0,1.7999999999999998
canada,2015,GPC,2015-09-18,6.0,6.640000000000001,0.20000000000000018,0.20000000000000018
canada,2015,GPC,2015-09-18,4.0,5.84,-2.0,-2.2
canada,2015,GPC,2015-09-19,5.1,5.340000000000001,1.0999999999999996,3.0999999999999996
canada,2015,GPC,2015-09-20,5.5,5.279999999999999,0.40000000000000036,-0.6999999999999993
canada,2015,GPC,2015-09-21,4.6,5.040000000000001,-0.9000000000000004,-1.3000000000000007
canada,2015,GPC,2015-09-21,4.0,4.64,-0.5999999999999996,0.3000000000000007
canada,2015,GPC,2015-09-22,4.2,4.68,0.20000000000000018,0.7999999999999998
canada,2015,GPC,2015-09-22,7.7,5.2,3.5,3.3
canada,2015,GPC,2015-09-23,4.0,4.9,-3.7,-7.2
canada,2015,GPC,2015-09-23,3.7,4.72,-0.2999999999999998,3.4000000000000004
canada,2015,GPC,2015-09-23,5.0,4.92,1.2999999999999998,1.5999999999999996
canada,2015,GPC,2015-09-23,7.0,5.4799999999999995,2.0,0.7000000000000002
canada,2015,GPC,2015-09-24,4.2,4.779999999999999,-2.8,-4.8
canada,2015,GPC,2015-09-24,8.0,5.58,3.8,6.6
canada,2015,GPC,2015-09-25,4.5,5.74,-3.5,-7.3
canada,2015,GPC,2015-09-26,3.7,5.4799999999999995,-0.7999999999999998,2.7
canada,2015,GPC,2015-09-27,5.0,5.08,1.2999999999999998,2.0999999999999996
canada,2015,GPC,2015-09-27,3.6,4.96,-1.4,-2.6999999999999997
canada,2015,GPC,2015-09-28,4.0,4.16,0.3999999999999999,1.7999999999999998
canada,2015,GPC,2015-09-28,4.0,4.06,0.0,-0.3999999999999999
canada,2015,GPC,2015-09-29,5.0,4.32,1.0,1.0
canada,2015,GPC,2015-09-29,4.4,4.2,-0.5999999999999996,-1.5999999999999996
canada,2015,GPC,2015-09-29,7.8,5.04,3.3999999999999995,3.999999999999999
canada,2015,GPC,2015-09-30,6.0,5.4399999999999995,-1.7999999999999998,-5.199999999999999
canada,2015,GPC,2015-09-30,5.0,5.64,-1.0,0.7999999999999998
canada,2015,GPC,2015-09-30,4.1,5.459999999999999,-0.9000000000000004,0.09999999999999964
canada,2015,GPC,2015-10-01,7.0,5.9799999999999995,2.9000000000000004,3.8000000000000007
canada,2015,GPC,2015-10-01,6.0,5.62,-1.0,-3.9000000000000004
canada,2015,GPC,2015-10-01,3.9,5.2,-2.1,-1.1
canada,2015,GPC,2015-10-02,4.8,5.16,0.8999999999999999,3.0
canada,2015,GPC,2015-10-03,4.5,5.24,-0.2999999999999998,-1.1999999999999997
canada,2015,GPC,2015-10-04,4.7,4.779999999999999,0.20000000000000018,0.5
canada,2015,GPC,2015-10-05,6.6,4.9,1.8999999999999995,1.6999999999999993
canada,2015,GPC,2015-10-05,4.6,5.040000000000001,-2.0,-3.8999999999999995
canada,2015,GPC,2015-10-05,3.0,4.68,-1.5999999999999996,0.40000000000000036
canada,2015,GPC,2015-10-06,3.0,4.38,0.0,1.5999999999999996
canada,2015,GPC,2015-10-06,5.0,4.4399999999999995,2.0,2.0
canada,2015,GPC,2015-10-06,6.9,4.5,1.9000000000000004,-0.09999999999999964
canada,2015,GPC,2015-10-06,4.6,4.5,-2.3000000000000007,-4.200000000000001
canada,2015,GPC,2015-10-07,5.0,4.9,0.40000000000000036,2.700000000000001
canada,2015,GPC,2015-10-07,4.0,5.1,-1.0,-1.4000000000000004
canada,2015,GPC,2015-10-07,7.3,5.5600000000000005,3.3,4.3
canada,2015,GPC,2015-10-07,4.6,5.1,-2.7,-6.0
canada,2015,GPC,2015-10-08,4.2,5.02,-0.39999999999999947,2.3000000000000007
canada,2015,GPC,2015-10-08,5.0,5.0200000000000005,0.7999999999999998,1.1999999999999993
canada,2015,GPC,2015-10-08,7.2,5.659999999999999,2.2,1.4000000000000004
canada,2015,GPC,2015-10-09,3.0,4.8,-4.2,-6.4
canada,2015,GPC,2015-10-09,5.4,4.959999999999999,2.4000000000000004,6.6000000000000005
canada,2015,GPC,2015-10-09,3.0,4.720000000000001,-2.4000000000000004,-4.800000000000001
canada,2015,GPC,2015-10-10,7.4,5.2,4.4,6.800000000000001
canada,2015,GPC,2015-10-10,5.1,4.779999999999999,-2.3000000000000007,-6.700000000000001
canada,2015,GPC,2015-10-11,4.8,5.14,-0.2999999999999998,2.000000000000001
canada,2015,GPC,2015-10-11,6.0,5.26,1.2000000000000002,1.5
canada,2015,GPC,2015-10-12,7.5,6.16,1.5,0.2999999999999998
canada,2015,GPC,2015-10-13,6.4,5.959999999999999,-1.0999999999999996,-2.5999999999999996
canada,2015,GPC,2015-10-13,4.3,5.800000000000001,-2.1000000000000005,-1.0000000000000009
canada,2015,GPC,2015-10-13,2.0,5.24,-2.3,-0.1999999999999993
canada,2015,GPC,2015-10-14,4.3,4.9,2.3,4.6
canada,2015,GPC,2015-10-14,2.0,3.8,-2.3,-4.6
canada,2015,GPC,2015-10-14,5.6,3.6399999999999997,3.5999999999999996,5.8999999999999995
canada,2015,GPC,2015-10-15,5.0,3.78,-0.5999999999999996,-4.199999999999999
canada,2015,GPC,2015-10-15,5.1,4.4,0.09999999999999964,0.6999999999999993
canada,2015,GPC,2015-10-15,4.7,4.4799999999999995,-0.39999999999999947,-0.4999999999999991
canada,2015,GPC,2015-10-16,4.1,4.9,-0.6000000000000005,-0.20000000000000107
canada,2015,GPC,2015-10-16,4.7,4.72,0.6000000000000005,1.200000000000001
canada,2015,GPC,2015-10-16,4.0,4.5200000000000005,-0.7000000000000002,-1.3000000000000007
canada,2015,GPC,2015-10-16,5.0,4.5,1.0,1.7000000000000002
canada,2015,GPC,2015-10-17,4.7,4.5,-0.2999999999999998,-1.2999999999999998
canada,2015,GPC,2015-10-17,5.4,4.76,0.7000000000000002,1.0
canada,2015,GPC,2015-10-17,4.0,4.62,-1.4000000000000004,-2.1000000000000005
canada,2015,GPC,2015-10-18,3.0,4.42,-1.0,0.40000000000000036
canada,2015,GPC,2015-10-18,5.6,4.540000000000001,2.5999999999999996,3.5999999999999996
canada,2015,GPC,2015-10-18,4.6,4.5200000000000005,-1.0,-3.5999999999999996
canada,2015,GPC,2015-10-19,3.4,4.119999999999999,-1.1999999999999997,-0.19999999999999973
canada,2015,LPC,2015-08-02,25.0,25.0,,
canada,2015,LPC,2015-08-07,28.6,26.8,3.6000000000000014,
canada,2015,LPC,2015-08-10,27.8,27.133333333333336,-0.8000000000000007,-4.400000000000002
canada,2015,LPC,2015-08-11,29.0,27.6,1.1999999999999993,2.0
canada,2015,LPC,2015-08-11,27.0,27.48,-2.0,-3.1999999999999993
canada,2015,LPC,2015-08-11,24.2,27.32,-2.8000000000000007,-0.8000000000000007
canada,2015,LPC,2015-08-12,28.0,27.2,3.8000000000000007,6.600000000000001
canada,2015,LPC,2015-08-14,28.7,27.380000000000003,0.6999999999999993,-3.1000000000000014
canada,2015,LPC,2015-08-17,26.0,26.78,-2.6999999999999993,-3.3999999999999986
canada,2015,LPC,2015-08-19,28.0,26.98,2.0,4.699999999999999
canada,2015,LPC,2015-08-21,29.9,28.119999999999997,1.8999999999999986,-0.10000000000000142
canada,2015,LPC,2015-08-24,30.0,28.52,0.10000000000000142,-1.7999999999999972
canada,2015,LPC,2015-08-24,23.0,27.380000000000003,-7.0,-7.100000000000001
canada,2015,LPC,2015-08-25,26.7,27.52,3.6999999999999993,10.7
canada,2015,LPC,2015-08-26,27.0,27.320000000000004,0.3000000000000007,-3.3999999999999986
canada,2015,LPC,2015-08-26,30.0,27.339999999999996,3.0,2.6999999999999993
canada,2015,LPC,2015-08-28,28.0,26.939999999999998,-2.0,-5.0
canada,2015,LPC,2015-08-28,29.7,28.28,1.6999999999999993,3.6999999999999993
canada,2015,LPC,2015-09-01,32.0,29.339999999999996,2.3000000000000007,0.6000000000000014
canada,2015,LPC,2015-09-01,27.7,29.48,-4.300000000000001,-6.600000000000001
canada,2015,LPC,2015-09-02,30.0,29.48,2.3000000000000007,6.600000000000001
canada,2015,LPC,2015-09-06,30.8,30.040000000000003,0.8000000000000007,-1.5
canada,2015,LPC,2015-09-08,32.5,30.6,1.6999999999999993,0.8999999999999986
canada,2015,LPC,2015-09-08,30.0,30.2,-2.5,-4.199999999999999
canada,2015,LPC,2015-09-08,26.9,30.04,-3.1000000000000014,-0.6000000000000014
canada,2015,LPC,2015-09-09,32.1,30.459999999999997,5.200000000000003,8.300000000000004
canada,2015,LPC,2015-09-10,30.9,30.48,-1.2000000000000028,-6.400000000000006
canada,2015,LPC,2015-09-10,30.0,29.98,-0.8999999999999986,0.30000000000000426
canada,2015,LPC,2015-09-10,29.0,29.78,-1.0,-0.10000000000000142
canada,2015,LPC,2015-09-11,29.0,30.2,0.0,1.0
canada,2015,LPC,2015-09-11,31.7,30.119999999999997,2.6999999999999993,2.6999999999999993
canada,2015,LPC,2015-09-12,30.5,30.04,-1.1999999999999993,-3.8999999999999986
canada,2015,LPC,2015-09-13,31.0,30.24,0.5,1.6999999999999993
canada,2015,LPC,2015-09-13,30.3,30.5,-0.6999999999999993,-1.1999999999999993
canada,2015,LPC,2015-09-14,29.6,30.619999999999997,-0.6999999999999993,0.0
canada,2015,LPC,2015-09-15,28.0,29.880000000000003,-1.6000000000000014,-0.9000000000000021
canada,2015,LPC,2015-09-15,30.1,29.8,2.1000000000000014,3.700000000000003
canada,2015,LPC,2015-09-15,29.0,29.4,-1.1000000000000014,-3.200000000000003
canada,2015,LPC,2015-09-15,27.4,28.82,-1.6000000000000014,-0.5
canada,2015,LPC,2015-09-16,30.9,29.080000000000002,3.5,5.100000000000001
canada,2015,LPC,2015-09-17,31.0,29.68,0.10000000000000142,-3.3999999999999986
canada,2015,LPC,2015-09-18,30.8,29.82,-0.1999999999999993,-0.3000000000000007
canada,2015,LPC,2015-09-18,29.0,29.82,-1.8000000000000007,-1.6000000000000014
canada,2015,LPC,2015-09-19,30.3,30.4,1.3000000000000007,3.1000000000000014
canada,2015,LPC,2015-09-20,29.4,30.1,-0.9000000000000021,-2.200000000000003
canada,2015,LPC,2015-09-21,30.3,29.96,0.9000000000000021,1.8000000000000043
canada,2015,LPC,2015-09-21,33.0,30.4,2.6999999999999993,1.7999999999999972
canada,2015,LPC,2015-09-22,31.6,30.919999999999998,-1.3999999999999986,-4.099999999999998
canada,2015,LPC,2015-09-22,26.3,30.120000000000005,-5.300000000000001,-3.900000000000002
canada,2015,LPC,2015-09-23,31.0,30.439999999999998,4.699999999999999,10.0
canada,2015,LPC,2015-09-23,31.5,30.679999999999996,0.5,-4.199999999999999
canada,2015,LPC,2015-09-23,31.0,30.28,-0.5,-1.0
canada,2015,LPC,2015-09-23,30.0,29.96,-1.0,-0.5
canada,2015,LPC,2015-09-24,32.3,31.160000000000004,2.299999999999997,3.299999999999997
canada,2015,LPC,2015-09-24,28.0,30.560000000000002,-4.299999999999997,-6.599999999999994
canada,2015,LPC,2015-09-25,31.8,30.619999999999997,3.8000000000000007,8.099999999999998
canada,2015,LPC,2015-09-26,32.5,30.919999999999998,0.6999999999999993,-3.1000000000000014
canada,2015,LPC,2015-09-27,29.0,30.72,-3.5,-4.199999999999999
canada,2015,LPC,2015-09-27,31.6,30.580000000000002,2.6000000000000014,6.100000000000001
canada,2015,LPC,2015-09-28,31.4,31.26,-0.20000000000000284,-2.8000000000000043
canada,2015,LPC,2015-09-28,33.0,31.5,1.6000000000000014,1.8000000000000043
canada,2015,LPC,2015-09-29,27.0,30.4,-6.0,-7.600000000000001
canada,2015,LPC,2015-09-29,32.2,31.04,5.200000000000003,11.200000000000003
canada,2015,LPC,2015-09-29,26.7,30.060000000000002,-5.5000000000000036,-10.700000000000006
canada,2015,LPC,2015-09-30,32.0,30.18,5.300000000000001,10.800000000000004
canada,2015,LPC,2015-09-30,27.0,28.98,-5.0,-10.3
canada,2015,LPC,2015-09-30,31.7,29.919999999999998,4.699999999999999,9.7
canada,2015,LPC,2015-10-01,29.0,29.28,-2.6999999999999993,-7.399999999999999
canada,2015,LPC,2015-10-01,31.0,30.139999999999997,2.0,4.699999999999999
canada,2015,LPC,2015-10-01,33.5,30.439999999999998,2.5,0.5
canada,2015,LPC,2015-10-02,34.6,31.96,1.1000000000000014,-1.3999999999999986
canada,2015,LPC,2015-10-03,35.3,32.67999999999999,0.6999999999999957,-0.4000000000000057
canada,2015,LPC,2015-10-04,35.6,33.99999999999999,0.30000000000000426,-0.3999999999999915
canada,2015,LPC,2015-10-05,30.9,33.980000000000004,-4.700000000000003,-5.000000000000007
canada,2015,LPC,2015-10-05,35.0,34.28,4.100000000000001,8.800000000000004
canada,2015,LPC,2015-10-05,32.0,33.760000000000005,-3.0,-7.100000000000001
canada,2015,LPC,2015-10-06,35.0,33.7,3.0,6.0
canada,2015,LPC,2015-10-06,32.0,32.980000000000004,-3.0,-6.0
canada,2015,LPC,2015-10-06,32.3,33.260000000000005,0.29999999999999716,3.299999999999997
canada,2015,LPC,2015-10-06,34.3,33.120000000000005,2.0,1.7000000000000028
canada,2015,LPC,2015-10-07,35.0,33.72,0.7000000000000028,-1.2999999999999972
canada,2015,LPC,2015-10-07,34.0,33.519999999999996,-1.0,-1.7000000000000028
canada,2015,LPC,2015-10-07,34.1,33.94,0.10000000000000142,1.1000000000000014
canada,2015,LPC,2015-10-07,33.5,34.18,-0.6000000000000014,-0.7000000000000028
canada,2015,LPC,2015-10-08,34.0,34.12,0.5,1.1000000000000014
canada,2015,LPC,2015-10-08,35.0,34.12,1.0,0.5
canada,2015,LPC,2015-10-08,33.8,34.08,-1.2000000000000028,-2.200000000000003
canada,2015,LPC,2015-10-09,37.0,34.660000000000004,3.200000000000003,4.400000000000006
canada,2015,LPC,2015-10-09,34.8,34.92,-2.200000000000003,-5.400000000000006
canada,2015,LPC,2015-10-09,31.0,34.32,-3.799999999999997,-1.5999999999999943
canada,2015,LPC,2015-10-10,33.1,33.94,2.1000000000000014,5.899999999999999
canada,2015,LPC,2015-10-10,35.1,34.2,2.0,-0.10000000000000142
canada,2015,LPC,2015-10-11,35.7,33.94,0.6000000000000014,-1.3999999999999986
canada,2015,LPC,2015-10-11,38.0,34.58,2.299999999999997,1.6999999999999957
canada,2015,LPC,2015-10-12,35.6,35.5,-2.3999999999999986,-4.699999999999996
canada,2015,LPC,2015-10-13,34.1,35.7,-1.5,0.8999999999999986
canada,2015,LPC,2015-10-13,36.1,35.9,2.0,3.5
canada,2015,LPC,2015-10-13,37.0,36.16,0.8999999999999986,-1.1000000000000014
canada,2015,LPC,2015-10-14,37.1,35.980000000000004,0.10000000000000142,-0.7999999999999972
canada,2015,LPC,2015-10-14,37.0,36.260000000000005,-0.10000000000000142,-0.20000000000000284
canada,2015,LPC,2015-10-14,33.5,36.14,-3.5,-3.3999999999999986
canada,2015,LPC,2015-10-15,38.0,36.519999999999996,4.5,8.0
canada,2015,LPC,2015-10-15,34.0,35.92,-4.0,-8.5
canada,2015,LPC,2015-10-15,36.5,35.8,2.5,6.5
canada,2015,LPC,2015-10-16,33.7,35.14,-2.799999999999997,-5.299999999999997
canada,2015,LPC,2015-10-16,37.0,35.839999999999996,3.299999999999997,6.099999999999994
canada,2015,LPC,2015-10-16,38.0,35.839999999999996,1.0,-2.299999999999997
canada,2015,LPC,2015-10-16,35.0,36.04,-3.0,-4.0
canada,2015,LPC,2015-10-17,37.3,36.2,2.299999999999997,5.299999999999997
canada,2015,LPC,2015-10-17,34.3,36.32000000000001,-3.0,-5.299999999999997
canada,2015,LPC,2015-10-17,38.0,36.519999999999996,3.700000000000003,6.700000000000003
canada,2015,LPC,2015-10-18,40.0,36.92,2.0,-1.7000000000000028
canada,2015,LPC,2015-10-18,35.8,37.08,-4.200000000000003,-6.200000000000003
canada,2015,LPC,2015-10-18,39.1,37.44,3.3000000000000043,7.500000000000007
canada,2015,LPC,2015-10-19,39.5,38.480000000000004,0.3999999999999986,-2.9000000000000057
canada,2015,NDP,2015-08-02,39.0,39.0,,
canada,2015,NDP,2015-08-07,30.4,34.7,-8.600000000000001,
canada,2015,NDP,2015-08-10,33.0,34.13333333333333,2.6000000000000014,11.200000000000003
canada,2015,NDP,2015-08-11,30.0,33.1,-3.0,-5.600000000000001
canada,2015,NDP,2015-08-11,34.0,33.28,4.0,7.0
canada,2015,NDP,2015-08-11,31.8,31.840000000000003,-2.1999999999999993,-6.199999999999999
canada,2015,NDP,2015-08-12,33.0,32.36,1.1999999999999993,3.3999999999999986
canada,2015,NDP,2015-08-14,29.0,31.560000000000002,-4.0,-5.199999999999999
canada,2015,NDP,2015-08-17,35.0,32.56,6.0,10.0
canada,2015,NDP,2015-08-19,34.0,32.56,-1.0,-7.0
canada,2015,NDP,2015-08-21,29.1,32.019999999999996,-4.899999999999999,-3.8999999999999986
canada,2015,NDP,2015-08-24,40.0,33.42,10.899999999999999,15.799999999999997
canada,2015,NDP,2015-08-24,36.0,34.82,-4.0,-14.899999999999999
canada,2015,NDP,2015-08-25,33.6,34.54,-2.3999999999999986,1.6000000000000014
canada,2015,NDP,2015-08-26,32.0,34.14,-1.6000000000000014,0.7999999999999972
canada,2015,NDP,2015-08-26,33.0,34.92,1.0,2.6000000000000014
canada,2015,NDP,2015-08-28,31.0,33.12,-2.0,-3.0
canada,2015,NDP,2015-08-28,30.8,32.08,-0.1999999999999993,1.8000000000000007
canada,2015,NDP,2015-09-01,36.0,32.56,5.199999999999999,5.399999999999999
canada,2015,NDP,2015-09-01,30.2,32.2,-5.800000000000001,-11.0
canada,2015,NDP,2015-09-02,31.0,31.8,0.8000000000000007,6.600000000000001
canada,2015,NDP,2015-09-06,32.7,32.14,1.7000000000000028,0.9000000000000021
canada,2015,NDP,2015-09-08,31.2,32.22,-1.5000000000000036,-3.2000000000000064
canada,2015,NDP,2015-09-08,34.0,31.820000000000004,2.8000000000000007,4.300000000000004
canada,2015,NDP,2015-09-08,29.6,31.7,-4.399999999999999,-7.199999999999999
canada,2015,NDP,2015-09-09,30.6,31.619999999999997,1.0,5.399999999999999
canada,2015,NDP,2015-09-10,29.9,31.060000000000002,-0.7000000000000028,-1.7000000000000028
canada,2015,NDP,2015-09-10,31.0,31.02,1.1000000000000014,1.8000000000000043
canada,2015,NDP,2015-09-10,36.0,31.419999999999998,5.0,3.8999999999999986
canada,2015,NDP,2015-09-11,31.0,31.7,-5.0,-10.0
canada,2015,NDP,2015-09-11,30.1,31.6,-0.8999999999999986,4.100000000000001
canada,2015,NDP,2015-09-12,30.8,31.78,0.6999999999999993,1.5999999999999979
canada,2015,NDP,2015-09-13,32.0,31.979999999999997,1.1999999999999993,0.5
canada,2015,NDP,2015-09-13,31.3,31.040000000000003,-0.6999999999999993,-1.8999999999999986
canada,2015,NDP,2015-09-14,30.4,30.919999999999998,-0.9000000000000021,-0.20000000000000284
canada,2015,NDP,2015-09-15,30.0,30.9,-0.3999999999999986,0.5000000000000036
canada,2015,NDP,2015-09-15,31.6,31.059999999999995,1.6000000000000014,2.0
canada,2015,NDP,2015-09-15,34.0,31.46,2.3999999999999986,0.7999999999999972
canada,2015,NDP,2015-09-15,29.9,31.18,-4.100000000000001,-6.5
canada,2015,NDP,2015-09-16,30.4,31.18,0.5,4.600000000000001
canada,2015,NDP,2015-09-17,31.3,31.440000000000005,0.9000000000000021,0.40000000000000213
canada,2015,NDP,2015-09-18,28.9,30.9,-2.400000000000002,-3.3000000000000043
canada,2015,NDP,2015-09-18,29.0,29.9,0.10000000000000142,2.5000000000000036
canada,2015,NDP,2015-09-19,29.1,29.74,0.10000000000000142,0.0
canada,2015,NDP,2015-09-20,29.1,29.48,0.0,-0.10000000000000142
canada,2015,NDP,2015-09-21,29.4,29.1,0.29999999999999716,0.29999999999999716
canada,2015,NDP,2015-09-21,30.0,29.32,0.6000000000000014,0.30000000000000426
canada,2015,NDP,2015-09-22,29.1,29.339999999999996,-0.8999999999999986,-1.5
canada,2015,NDP,2015-09-22,24.5,28.419999999999998,-4.600000000000001,-3.700000000000003
canada,2015,NDP,2015-09-23,28.0,28.2,3.5,8.100000000000001
canada,2015,NDP,2015-09-23,30.8,28.48,2.8000000000000007,-0.6999999999999993
canada,2015,NDP,2015-09-23,29.0,28.279999999999994,-1.8000000000000007,-4.600000000000001
canada,2015,NDP,2015-09-23,27.0,27.860000000000003,-2.0,-0.1999999999999993
canada,2015,NDP,2015-09-24,31.1,29.18,4.100000000000001,6.100000000000001
canada,2015,NDP,2015-09-24,29.0,29.380000000000003,-2.1000000000000014,-6.200000000000003
canada,2015,NDP,2015-09-25,30.3,29.28,1.3000000000000007,3.400000000000002
canada,2015,NDP,2015-09-26,27.6,29.0,-2.6999999999999993,-4.0
canada,2015,NDP,2015-09-27,27.0,29.0,-0.6000000000000014,2.099999999999998
canada,2015,NDP,2015-09-27,26.9,28.160000000000004,-0.10000000000000142,0.5
canada,2015,NDP,2015-09-28,27.0,27.76,0.10000000000000142,0.20000000000000284
canada,2015,NDP,2015-09-28,27.0,27.1,0.0,-0.10000000000000142
canada,2015,NDP,2015-09-29,28.0,27.18,1.0,1.0
canada,2015,NDP,2015-09-29,26.3,27.040000000000003,-1.6999999999999993,-2.6999999999999993
canada,2015,NDP,2015-09-29,25.6,26.78,-0.6999999999999993,1.0
canada,2015,NDP,2015-09-30,26.0,26.580000000000002,0.3999999999999986,1.0999999999999979
canada,2015,NDP,2015-09-30,27.0,26.580000000000002,1.0,0.6000000000000014
canada,2015,NDP,2015-09-30,26.1,26.2,-0.8999999999999986,-1.8999999999999986
canada,2015,NDP,2015-10-01,24.0,25.74,-2.1000000000000014,-1.2000000000000028
