country,election_year,party,poll_date,pct,rolling_avg,momentum_1st_diff,momentum_2nd_diff
australia,2010,ALP (2PP),2007-11-22,52.0,52.0,,
australia,2010,ALP (2PP),2008-01-20,58.0,55.0,6.0,
australia,2010,ALP (2PP),2008-02-17,57.0,55.666666666666664,-1.0,-7.0
australia,2010,ALP (2PP),2008-03-02,63.0,57.5,6.0,7.0
australia,2010,ALP (2PP),2008-03-16,59.0,57.8,-4.0,-10.0
australia,2010,ALP (2PP),2008-04-06,59.0,59.2,0.0,4.0
australia,2010,ALP (2PP),2008-04-20,61.0,59.8,2.0,2.0
australia,2010,ALP (2PP),2008-05-04,57.0,59.8,-4.0,-6.0
australia,2010,ALP (2PP),2008-05-18,57.0,58.6,0.0,4.0
australia,2010,ALP (2PP),2008-06-01,57.0,58.2,0.0,0.0
australia,2010,ALP (2PP),2008-06-15,59.0,58.2,2.0,2.0
australia,2010,ALP (2PP),2008-06-29,55.0,57.0,-4.0,-6.0
australia,2010,ALP (2PP),2008-07-13,55.0,56.6,0.0,4.0
australia,2010,ALP (2PP),2008-07-27,57.0,56.6,2.0,2.0
australia,2010,ALP (2PP),2008-08-10,57.0,56.6,0.0,-2.0
australia,2010,ALP (2PP),2008-08-24,56.0,56.0,-1.0,-1.0
australia,2010,ALP (2PP),2008-09-07,56.0,56.2,0.0,1.0
australia,2010,ALP (2PP),2008-09-21,55.0,56.2,-1.0,-1.0
australia,2010,ALP (2PP),2008-10-12,55.0,55.8,0.0,1.0
australia,2010,ALP (2PP),2008-10-26,54.0,55.2,-1.0,-1.0
australia,2010,ALP (2PP),2008-11-09,55.0,55.0,1.0,2.0
australia,2010,ALP (2PP),2008-11-23,55.0,54.8,0.0,-1.0
australia,2010,ALP (2PP),2008-12-07,59.0,55.6,4.0,4.0
australia,2010,ALP (2PP),2009-01-18,54.0,55.4,-5.0,-9.0
australia,2010,ALP (2PP),2009-02-08,58.0,56.2,4.0,9.0
australia,2010,ALP (2PP),2009-02-22,58.0,56.8,0.0,-4.0
australia,2010,ALP (2PP),2009-03-09,56.0,57.0,-2.0,-2.0
australia,2010,ALP (2PP),2009-03-22,56.0,56.4,0.0,2.0
australia,2010,ALP (2PP),2009-04-05,58.0,57.2,2.0,2.0
australia,2010,ALP (2PP),2009-04-19,58.0,57.2,0.0,-2.0
australia,2010,ALP (2PP),2009-05-03,55.0,56.6,-3.0,-3.0
australia,2010,ALP (2PP),2009-05-17,56.0,56.6,1.0,4.0
australia,2010,ALP (2PP),2009-05-31,55.0,56.4,-1.0,-2.0
australia,2010,ALP (2PP),2009-06-14,53.0,55.4,-2.0,-1.0
australia,2010,ALP (2PP),2009-06-28,56.0,55.0,3.0,5.0
australia,2010,ALP (2PP),2009-07-12,55.0,55.0,-1.0,-4.0
australia,2010,ALP (2PP),2009-07-26,57.0,55.2,2.0,3.0
australia,2010,ALP (2PP),2009-08-09,57.0,55.6,0.0,-2.0
australia,2010,ALP (2PP),2009-08-23,55.0,56.0,-2.0,-2.0
australia,2010,ALP (2PP),2009-09-06,55.0,55.8,0.0,2.0
australia,2010,ALP (2PP),2009-09-20,55.0,55.8,0.0,0.0
australia,2010,ALP (2PP),2009-10-04,58.0,56.0,3.0,3.0
australia,2010,ALP (2PP),2009-10-18,59.0,56.4,1.0,-2.0
australia,2010,ALP (2PP),2009-11-01,52.0,55.8,-7.0,-8.0
australia,2010,ALP (2PP),2009-11-15,56.0,56.0,4.0,11.0
australia,2010,ALP (2PP),2009-11-29,57.0,56.4,1.0,-3.0
australia,2010,ALP (2PP),2009-12-06,56.0,56.0,-1.0,-2.0
australia,2010,ALP (2PP),2010-01-17,54.0,55.0,-2.0,-1.0
australia,2010,ALP (2PP),2010-01-31,52.0,55.0,-2.0,0.0
australia,2010,ALP (2PP),2010-02-14,53.0,54.4,1.0,3.0
australia,2010,ALP (2PP),2010-02-28,52.0,53.4,-1.0,-2.0
australia,2010,ALP (2PP),2010-03-14,52.0,52.6,0.0,1.0
australia,2010,ALP (2PP),2010-03-28,56.0,53.0,4.0,4.0
australia,2010,ALP (2PP),2010-04-18,54.0,53.4,-2.0,-6.0
australia,2010,ALP (2PP),2010-05-02,49.0,52.6,-5.0,-3.0
australia,2010,ALP (2PP),2010-05-16,50.0,52.2,1.0,6.0
australia,2010,ALP (2PP),2010-05-30,51.0,52.0,1.0,0.0
australia,2010,ALP (2PP),2010-06-20,52.0,51.2,1.0,0.0
australia,2010,ALP (2PP),2010-06-27,53.0,51.0,1.0,0.0
australia,2010,ALP (2PP),2010-07-18,55.0,52.2,2.0,1.0
australia,2010,ALP (2PP),2010-07-25,52.0,52.6,-3.0,-5.0
australia,2010,ALP (2PP),2010-08-01,50.0,52.4,-2.0,1.0
australia,2010,ALP (2PP),2010-08-08,52.0,52.4,2.0,4.0
australia,2010,ALP (2PP),2010-08-15,52.0,52.2,0.0,-2.0
australia,2010,ALP (2PP),2010-08-19,50.2,51.239999999999995,-1.7999999999999972,-1.7999999999999972
australia,2010,ALP (Primary),2007-11-22,44.0,44.0,,
australia,2010,ALP (Primary),2008-01-20,46.0,45.0,2.0,
australia,2010,ALP (Primary),2008-02-17,46.0,45.333333333333336,0.0,-2.0
australia,2010,ALP (Primary),2008-03-02,51.0,46.75,5.0,5.0
australia,2010,ALP (Primary),2008-03-16,47.0,46.8,-4.0,-9.0
australia,2010,ALP (Primary),2008-04-06,48.0,47.6,1.0,5.0
australia,2010,ALP (Primary),2008-04-20,51.0,48.6,3.0,2.0
australia,2010,ALP (Primary),2008-05-04,47.0,48.8,-4.0,-7.0
australia,2010,ALP (Primary),2008-05-18,47.0,48.0,0.0,4.0
australia,2010,ALP (Primary),2008-06-01,46.0,47.8,-1.0,-1.0
australia,2010,ALP (Primary),2008-06-15,46.0,47.4,0.0,1.0
australia,2010,ALP (Primary),2008-06-29,44.0,46.0,-2.0,-2.0
australia,2010,ALP (Primary),2008-07-13,43.0,45.2,-1.0,1.0
australia,2010,ALP (Primary),2008-07-27,47.0,45.2,4.0,5.0
australia,2010,ALP (Primary),2008-08-10,47.0,45.4,0.0,-4.0
australia,2010,ALP (Primary),2008-08-24,45.0,45.2,-2.0,-2.0
australia,2010,ALP (Primary),2008-09-07,44.0,45.2,-1.0,1.0
australia,2010,ALP (Primary),2008-09-21,42.0,45.0,-2.0,-1.0
australia,2010,ALP (Primary),2008-10-12,41.0,43.8,-1.0,1.0
australia,2010,ALP (Primary),2008-10-26,44.0,43.2,3.0,4.0
australia,2010,ALP (Primary),2008-11-09,44.0,43.0,0.0,-3.0
australia,2010,ALP (Primary),2008-11-23,42.0,42.6,-2.0,-2.0
australia,2010,ALP (Primary),2008-12-07,48.0,43.8,6.0,8.0
australia,2010,ALP (Primary),2009-01-18,43.0,44.2,-5.0,-11.0
australia,2010,ALP (Primary),2009-02-08,48.0,45.0,5.0,10.0
australia,2010,ALP (Primary),2009-02-22,47.0,45.6,-1.0,-6.0
australia,2010,ALP (Primary),2009-03-09,44.0,46.0,-3.0,-2.0
australia,2010,ALP (Primary),2009-03-22,45.0,45.4,1.0,4.0
australia,2010,ALP (Primary),2009-04-05,47.0,46.2,2.0,1.0
australia,2010,ALP (Primary),2009-04-19,47.0,46.0,0.0,-2.0
australia,2010,ALP (Primary),2009-05-03,42.0,45.0,-5.0,-5.0
australia,2010,ALP (Primary),2009-05-17,46.0,45.4,4.0,9.0
australia,2010,ALP (Primary),2009-05-31,43.0,45.0,-3.0,-7.0
australia,2010,ALP (Primary),2009-06-14,41.0,43.8,-2.0,1.0
australia,2010,ALP (Primary),2009-06-28,44.0,43.2,3.0,5.0
australia,2010,ALP (Primary),2009-07-12,43.0,43.4,-1.0,-4.0
australia,2010,ALP (Primary),2009-07-26,46.0,43.4,3.0,4.0
australia,2010,ALP (Primary),2009-08-09,45.0,43.8,-1.0,-4.0
australia,2010,ALP (Primary),2009-08-23,44.0,44.4,-1.0,0.0
australia,2010,ALP (Primary),2009-09-06,44.0,44.4,0.0,1.0
australia,2010,ALP (Primary),2009-09-20,43.0,44.4,-1.0,-1.0
australia,2010,ALP (Primary),2009-10-04,46.0,44.4,3.0,4.0
australia,2010,ALP (Primary),2009-10-18,48.0,45.0,2.0,-1.0
australia,2010,ALP (Primary),2009-11-01,41.0,44.4,-7.0,-9.0
australia,2010,ALP (Primary),2009-11-15,43.0,44.2,2.0,9.0
australia,2010,ALP (Primary),2009-11-29,43.0,44.2,0.0,-2.0
australia,2010,ALP (Primary),2009-12-06,43.0,43.6,0.0,0.0
australia,2010,ALP (Primary),2010-01-17,40.0,42.0,-3.0,-3.0
australia,2010,ALP (Primary),2010-01-31,40.0,41.8,0.0,3.0
australia,2010,ALP (Primary),2010-02-14,39.0,41.0,-1.0,-1.0
australia,2010,ALP (Primary),2010-02-28,40.0,40.4,1.0,2.0
australia,2010,ALP (Primary),2010-03-14,39.0,39.6,-1.0,-2.0
australia,2010,ALP (Primary),2010-03-28,43.0,40.2,4.0,5.0
australia,2010,ALP (Primary),2010-04-18,43.0,40.8,0.0,-4.0
australia,2010,ALP (Primary),2010-05-02,35.0,40.0,-8.0,-8.0
australia,2010,ALP (Primary),2010-05-16,37.0,39.4,2.0,10.0
australia,2010,ALP (Primary),2010-05-30,35.0,38.6,-2.0,-4.0
australia,2010,ALP (Primary),2010-06-20,35.0,37.0,0.0,2.0
australia,2010,ALP (Primary),2010-06-27,42.0,36.8,7.0,7.0
australia,2010,ALP (Primary),2010-07-18,42.0,38.2,0.0,-7.0
australia,2010,ALP (Primary),2010-07-25,40.0,38.8,-2.0,-2.0
australia,2010,ALP (Primary),2010-08-01,37.0,39.2,-3.0,-1.0
australia,2010,ALP (Primary),2010-08-08,38.0,39.8,1.0,4.0
australia,2010,ALP (Primary),2010-08-15,38.0,39.0,0.0,-1.0
australia,2010,ALP (Primary),2010-08-19,36.2,37.839999999999996,-1.7999999999999972,-1.7999999999999972
australia,2010,GRN (Primary),2007-11-22,7.0,7.0,,
australia,2010,GRN (Primary),2008-01-20,12.0,9.5,5.0,
australia,2010,GRN (Primary),2008-02-17,10.0,9.666666666666666,-2.0,-7.0
australia,2010,GRN (Primary),2008-03-02,10.0,9.75,0.0,2.0
australia,2010,GRN (Primary),2008-03-16,11.0,10.0,1.0,1.0
australia,2010,GRN (Primary),2008-04-06,10.0,10.6,-1.0,-2.0
australia,2010,GRN (Primary),2008-04-20,9.0,10.0,-1.0,0.0
australia,2010,GRN (Primary),2008-05-04,9.0,9.8,0.0,1.0
australia,2010,GRN (Primary),2008-05-18,9.0,9.6,0.0,0.0
australia,2010,GRN (Primary),2008-06-01,10.0,9.4,1.0,1.0
australia,2010,GRN (Primary),2008-06-15,12.0,9.8,2.0,1.0
australia,2010,GRN (Primary),2008-06-29,10.0,10.0,-2.0,-4.0
australia,2010,GRN (Primary),2008-07-13,11.0,10.4,1.0,3.0
australia,2010,GRN (Primary),2008-07-27,10.0,10.6,-1.0,-2.0
australia,2010,GRN (Primary),2008-08-10,9.0,10.4,-1.0,0.0
australia,2010,GRN (Primary),2008-08-24,8.0,9.6,-1.0,0.0
australia,2010,GRN (Primary),2008-09-07,11.0,9.8,3.0,4.0
australia,2010,GRN (Primary),2008-09-21,10.0,9.6,-1.0,-4.0
australia,2010,GRN (Primary),2008-10-12,13.0,10.2,3.0,4.0
australia,2010,GRN (Primary),2008-10-26,9.0,10.2,-4.0,-7.0
australia,2010,GRN (Primary),2008-11-09,9.0,10.4,0.0,4.0
australia,2010,GRN (Primary),2008-11-23,11.0,10.4,2.0,2.0
australia,2010,GRN (Primary),2008-12-07,10.0,10.4,-1.0,-3.0
australia,2010,GRN (Primary),2009-01-18,10.0,9.8,0.0,1.0
australia,2010,GRN (Primary),2009-02-08,8.0,9.6,-2.0,-2.0
australia,2010,GRN (Primary),2009-02-22,9.0,9.6,1.0,3.0
australia,2010,GRN (Primary),2009-03-09,10.0,9.4,1.0,0.0
australia,2010,GRN (Primary),2009-03-22,8.0,9.0,-2.0,-3.0
australia,2010,GRN (Primary),2009-04-05,9.0,8.8,1.0,3.0
australia,2010,GRN (Primary),2009-04-19,9.0,9.0,0.0,-1.0
australia,2010,GRN (Primary),2009-05-03,11.0,9.4,2.0,2.0
australia,2010,GRN (Primary),2009-05-17,9.0,9.2,-2.0,-4.0
australia,2010,GRN (Primary),2009-05-31,10.0,9.6,1.0,3.0
australia,2010,GRN (Primary),2009-06-14,11.0,10.0,1.0,0.0
australia,2010,GRN (Primary),2009-06-28,10.0,10.2,-1.0,-2.0
australia,2010,GRN (Primary),2009-07-12,11.0,10.2,1.0,2.0
australia,2010,GRN (Primary),2009-07-26,9.0,10.2,-2.0,-3.0
australia,2010,GRN (Primary),2009-08-09,10.0,10.2,1.0,3.0
australia,2010,GRN (Primary),2009-08-23,9.0,9.8,-1.0,-2.0
australia,2010,GRN (Primary),2009-09-06,10.0,9.8,1.0,2.0
australia,2010,GRN (Primary),2009-09-20,11.0,9.8,1.0,0.0
australia,2010,GRN (Primary),2009-10-04,10.0,10.0,-1.0,-2.0
australia,2010,GRN (Primary),2009-10-18,10.0,10.0,0.0,1.0
australia,2010,GRN (Primary),2009-11-01,10.0,10.2,0.0,0.0
australia,2010,GRN (Primary),2009-11-15,11.0,10.4,1.0,1.0
australia,2010,GRN (Primary),2009-11-29,12.0,10.6,1.0,0.0
australia,2010,GRN (Primary),2009-12-06,11.0,10.8,-1.0,-2.0
australia,2010,GRN (Primary),2010-01-17,12.0,11.2,1.0,2.0
australia,2010,GRN (Primary),2010-01-31,12.0,11.6,0.0,-1.0
australia,2010,GRN (Primary),2010-02-14,12.0,11.8,0.0,0.0
australia,2010,GRN (Primary),2010-02-28,9.0,11.2,-3.0,-3.0
australia,2010,GRN (Primary),2010-03-14,11.0,11.2,2.0,5.0
australia,2010,GRN (Primary),2010-03-28,12.0,11.2,1.0,-1.0
australia,2010,GRN (Primary),2010-04-18,10.0,10.8,-2.0,-3.0
australia,2010,GRN (Primary),2010-05-02,10.0,10.4,0.0,2.0
australia,2010,GRN (Primary),2010-05-16,12.0,11.0,2.0,2.0
australia,2010,GRN (Primary),2010-05-30,16.0,12.0,4.0,2.0
australia,2010,GRN (Primary),2010-06-20,15.0,12.6,-1.0,-5.0
australia,2010,GRN (Primary),2010-06-27,10.0,12.6,-5.0,-4.0
australia,2010,GRN (Primary),2010-07-18,12.0,13.0,2.0,7.0
australia,2010,GRN (Primary),2010-07-25,12.0,13.0,0.0,-2.0
australia,2010,GRN (Primary),2010-08-01,12.0,12.2,0.0,0.0
australia,2010,GRN (Primary),2010-08-08,13.0,11.8,1.0,1.0
australia,2010,GRN (Primary),2010-08-15,14.0,12.6,1.0,0.0
australia,2010,GRN (Primary),2010-08-19,13.9,12.98,-0.09999999999999964,-1.0999999999999996
australia,2010,L/NP (2PP),2007-11-22,48.0,48.0,,
australia,2010,L/NP (2PP),2008-01-20,42.0,45.0,-6.0,
australia,2010,L/NP (2PP),2008-02-17,43.0,44.333333333333336,1.0,7.0
australia,2010,L/NP (2PP),2008-03-02,37.0,42.5,-6.0,-7.0
australia,2010,L/NP (2PP),2008-03-16,41.0,42.2,4.0,10.0
australia,2010,L/NP (2PP),2008-04-06,41.0,40.8,0.0,-4.0
australia,2010,L/NP (2PP),2008-04-20,39.0,40.2,-2.0,-2.0
australia,2010,L/NP (2PP),2008-05-04,43.0,40.2,4.0,6.0
australia,2010,L/NP (2PP),2008-05-18,43.0,41.4,0.0,-4.0
australia,2010,L/NP (2PP),2008-06-01,43.0,41.8,0.0,0.0
australia,2010,L/NP (2PP),2008-06-15,41.0,41.8,-2.0,-2.0
australia,2010,L/NP (2PP),2008-06-29,45.0,43.0,4.0,6.0
australia,2010,L/NP (2PP),2008-07-13,45.0,43.4,0.0,-4.0
australia,2010,L/NP (2PP),2008-07-27,43.0,43.4,-2.0,-2.0
australia,2010,L/NP (2PP),2008-08-10,43.0,43.4,0.0,2.0
australia,2010,L/NP (2PP),2008-08-24,44.0,44.0,1.0,1.0
australia,2010,L/NP (2PP),2008-09-07,44.0,43.8,0.0,-1.0
australia,2010,L/NP (2PP),2008-09-21,45.0,43.8,1.0,1.0
australia,2010,L/NP (2PP),2008-10-12,45.0,44.2,0.0,-1.0
australia,2010,L/NP (2PP),2008-10-26,46.0,44.8,1.0,1.0
australia,2010,L/NP (2PP),2008-11-09,45.0,45.0,-1.0,-2.0
australia,2010,L/NP (2PP),2008-11-23,45.0,45.2,0.0,1.0
australia,2010,L/NP (2PP),2008-12-07,41.0,44.4,-4.0,-4.0
australia,2010,L/NP (2PP),2009-01-18,46.0,44.6,5.0,9.0
australia,2010,L/NP (2PP),2009-02-08,42.0,43.8,-4.0,-9.0
australia,2010,L/NP (2PP),2009-02-22,42.0,43.2,0.0,4.0
australia,2010,L/NP (2PP),2009-03-09,44.0,43.0,2.0,2.0
australia,2010,L/NP (2PP),2009-03-22,44.0,43.6,0.0,-2.0
australia,2010,L/NP (2PP),2009-04-05,42.0,42.8,-2.0,-2.0
australia,2010,L/NP (2PP),2009-04-19,42.0,42.8,0.0,2.0
australia,2010,L/NP (2PP),2009-05-03,45.0,43.4,3.0,3.0
australia,2010,L/NP (2PP),2009-05-17,44.0,43.4,-1.0,-4.0
australia,2010,L/NP (2PP),2009-05-31,45.0,43.6,1.0,2.0
australia,2010,L/NP (2PP),2009-06-14,47.0,44.6,2.0,1.0
australia,2010,L/NP (2PP),2009-06-28,44.0,45.0,-3.0,-5.0
australia,2010,L/NP (2PP),2009-07-12,45.0,45.0,1.0,4.0
australia,2010,L/NP (2PP),2009-07-26,43.0,44.8,-2.0,-3.0
australia,2010,L/NP (2PP),2009-08-09,43.0,44.4,0.0,2.0
australia,2010,L/NP (2PP),2009-08-23,45.0,44.0,2.0,2.0
australia,2010,L/NP (2PP),2009-09-06,45.0,44.2,0.0,-2.0
australia,2010,L/NP (2PP),2009-09-20,45.0,44.2,0.0,0.0
australia,2010,L/NP (2PP),2009-10-04,42.0,44.0,-3.0,-3.0
australia,2010,L/NP (2PP),2009-10-18,41.0,43.6,-1.0,2.0
australia,2010,L/NP (2PP),2009-11-01,48.0,44.2,7.0,8.0
australia,2010,L/NP (2PP),2009-11-15,44.0,44.0,-4.0,-11.0
australia,2010,L/NP (2PP),2009-11-29,43.0,43.6,-1.0,3.0
australia,2010,L/NP (2PP),2009-12-06,44.0,44.0,1.0,2.0
australia,2010,L/NP (2PP),2010-01-17,46.0,45.0,2.0,1.0
australia,2010,L/NP (2PP),2010-01-31,48.0,45.0,2.0,0.0
australia,2010,L/NP (2PP),2010-02-14,47.0,45.6,-1.0,-3.0
australia,2010,L/NP (2PP),2010-02-28,48.0,46.6,1.0,2.0
australia,2010,L/NP (2PP),2010-03-14,48.0,47.4,0.0,-1.0
australia,2010,L/NP (2PP),2010-03-28,44.0,47.0,-4.0,-4.0
australia,2010,L/NP (2PP),2010-04-18,46.0,46.6,2.0,6.0
australia,2010,L/NP (2PP),2010-05-02,51.0,47.4,5.0,3.0
australia,2010,L/NP (2PP),2010-05-16,50.0,47.8,-1.0,-6.0
australia,2010,L/NP (2PP),2010-05-30,49.0,48.0,-1.0,0.0
australia,2010,L/NP (2PP),2010-06-20,48.0,48.8,-1.0,0.0
australia,2010,L/NP (2PP),2010-06-27,47.0,49.0,-1.0,0.0
australia,2010,L/NP (2PP),2010-07-18,45.0,47.8,-2.0,-1.0
australia,2010,L/NP (2PP),2010-07-25,48.0,47.4,3.0,5.0
australia,2010,L/NP (2PP),2010-08-01,50.0,47.6,2.0,-1.0
australia,2010,L/NP (2PP),2010-08-08,48.0,47.6,-2.0,-4.0
australia,2010,L/NP (2PP),2010-08-15,48.0,47.8,0.0,2.0
australia,2010,L/NP (2PP),2010-08-19,49.8,48.760000000000005,1.7999999999999972,1.7999999999999972
australia,2010,LIB (Primary),2007-11-22,39.0,39.0,,
australia,2010,LIB (Primary),2008-01-20,32.0,35.5,-7.0,
australia,2010,LIB (Primary),2008-02-17,33.0,34.666666666666664,1.0,8.0
australia,2010,LIB (Primary),2008-03-02,28.0,33.0,-5.0,-6.0
australia,2010,LIB (Primary),2008-03-16,31.0,32.6,3.0,8.0
australia,2010,LIB (Primary),2008-04-06,32.0,31.2,1.0,-2.0
australia,2010,LIB (Primary),2008-04-20,30.0,30.8,-2.0,-3.0
australia,2010,LIB (Primary),2008-05-04,33.0,30.8,3.0,5.0
australia,2010,LIB (Primary),2008-05-18,34.0,32.0,1.0,-2.0
australia,2010,LIB (Primary),2008-06-01,33.0,32.4,-1.0,-2.0
australia,2010,LIB (Primary),2008-06-15,29.0,31.8,-4.0,-3.0
australia,2010,LIB (Primary),2008-06-29,34.0,32.6,5.0,9.0
australia,2010,LIB (Primary),2008-07-13,33.0,32.6,-1.0,-6.0
australia,2010,LIB (Primary),2008-07-27,33.0,32.4,0.0,1.0
australia,2010,LIB (Primary),2008-08-10,33.0,32.4,0.0,0.0
australia,2010,LIB (Primary),2008-08-24,34.0,33.4,1.0,1.0
australia,2010,LIB (Primary),2008-09-07,34.0,33.4,0.0,-1.0
australia,2010,LIB (Primary),2008-09-21,34.0,33.6,0.0,0.0
australia,2010,LIB (Primary),2008-10-12,34.0,33.8,0.0,0.0
australia,2010,LIB (Primary),2008-10-26,36.0,34.4,2.0,2.0
australia,2010,LIB (Primary),2008-11-09,35.0,34.6,-1.0,-3.0
australia,2010,LIB (Primary),2008-11-23,33.0,34.4,-2.0,-1.0
australia,2010,LIB (Primary),2008-12-07,32.0,34.0,-1.0,1.0
australia,2010,LIB (Primary),2009-01-18,35.0,34.2,3.0,4.0
australia,2010,LIB (Primary),2009-02-08,32.0,33.4,-3.0,-6.0
australia,2010,LIB (Primary),2009-02-22,33.0,33.0,1.0,4.0
australia,2010,LIB (Primary),2009-03-09,32.0,32.8,-1.0,-2.0
australia,2010,LIB (Primary),2009-03-22,32.0,32.8,0.0,1.0
australia,2010,LIB (Primary),2009-04-05,32.0,32.2,0.0,0.0
australia,2010,LIB (Primary),2009-04-19,33.0,32.4,1.0,1.0
australia,2010,LIB (Primary),2009-05-03,35.0,32.8,2.0,1.0
australia,2010,LIB (Primary),2009-05-17,34.0,33.2,-1.0,-3.0
australia,2010,LIB (Primary),2009-05-31,35.0,33.8,1.0,2.0
australia,2010,LIB (Primary),2009-06-14,36.0,34.6,1.0,0.0
australia,2010,LIB (Primary),2009-06-28,32.0,34.4,-4.0,-5.0
australia,2010,LIB (Primary),2009-07-12,34.0,34.2,2.0,6.0
australia,2010,LIB (Primary),2009-07-26,34.0,34.2,0.0,-2.0
australia,2010,LIB (Primary),2009-08-09,33.0,33.8,-1.0,-1.0
australia,2010,LIB (Primary),2009-08-23,34.0,33.4,1.0,2.0
australia,2010,LIB (Primary),2009-09-06,35.0,34.0,1.0,0.0
australia,2010,LIB (Primary),2009-09-20,33.0,33.8,-2.0,-3.0
australia,2010,LIB (Primary),2009-10-04,31.0,33.2,-2.0,0.0
australia,2010,LIB (Primary),2009-10-18,30.0,32.6,-1.0,1.0
australia,2010,LIB (Primary),2009-11-01,36.0,33.0,6.0,7.0
australia,2010,LIB (Primary),2009-11-15,33.0,32.6,-3.0,-9.0
australia,2010,LIB (Primary),2009-11-29,30.0,32.0,-3.0,0.0
australia,2010,LIB (Primary),2009-12-06,34.0,32.6,4.0,7.0
australia,2010,LIB (Primary),2010-01-17,34.0,33.4,0.0,-4.0
australia,2010,LIB (Primary),2010-01-31,37.0,33.6,3.0,3.0
australia,2010,LIB (Primary),2010-02-14,36.0,34.2,-1.0,-4.0
australia,2010,LIB (Primary),2010-02-28,37.0,35.6,1.0,2.0
australia,2010,LIB (Primary),2010-03-14,37.0,36.2,0.0,-1.0
australia,2010,LIB (Primary),2010-03-28,35.0,36.4,-2.0,-2.0
australia,2010,LIB (Primary),2010-04-18,37.0,36.4,2.0,4.0
australia,2010,LIB (Primary),2010-05-02,38.0,36.8,1.0,-1.0
australia,2010,LIB (Primary),2010-05-16,40.0,37.4,2.0,1.0
australia,2010,LIB (Primary),2010-05-30,38.0,37.6,-2.0,-4.0
australia,2010,LIB (Primary),2010-06-20,36.0,37.8,-2.0,0.0
australia,2010,LIB (Primary),2010-06-27,37.0,37.8,1.0,3.0
australia,2010,LIB (Primary),2010-07-18,34.0,37.0,-3.0,-4.0
australia,2010,LIB (Primary),2010-07-25,42.0,37.4,8.0,11.0
australia,2010,LIB (Primary),2010-08-01,44.0,38.6,2.0,-6.0
australia,2010,LIB (Primary),2010-08-08,42.0,39.8,-2.0,-4.0
australia,2010,LIB (Primary),2010-08-15,41.0,40.6,-1.0,1.0
australia,2010,LIB (Primary),2010-08-19,43.4,42.480000000000004,2.3999999999999986,3.3999999999999986
australia,2010,NAT (Primary),2007-11-22,4.0,4.0,,
australia,2010,NAT (Primary),2008-01-20,3.0,3.5,-1.0,
australia,2010,NAT (Primary),2008-02-17,3.0,3.3333333333333335,0.0,1.0
australia,2010,NAT (Primary),2008-03-02,3.0,3.25,0.0,0.0
australia,2010,NAT (Primary),2008-03-16,4.0,3.4,1.0,1.0
australia,2010,NAT (Primary),2008-04-06,3.0,3.2,-1.0,-2.0
australia,2010,NAT (Primary),2008-04-20,4.0,3.4,1.0,2.0
australia,2010,NAT (Primary),2008-05-04,4.0,3.6,0.0,-1.0
australia,2010,NAT (Primary),2008-05-18,3.0,3.6,-1.0,-1.0
australia,2010,NAT (Primary),2008-06-01,4.0,3.6,1.0,2.0
australia,2010,NAT (Primary),2008-06-15,4.0,3.8,0.0,-1.0
australia,2010,NAT (Primary),2008-06-29,5.0,4.0,1.0,1.0
australia,2010,NAT (Primary),2008-07-13,5.0,4.2,0.0,-1.0
australia,2010,NAT (Primary),2008-07-27,4.0,4.4,-1.0,-1.0
australia,2010,NAT (Primary),2008-08-10,5.0,4.6,1.0,2.0
australia,2010,NAT (Primary),2008-08-24,4.0,4.6,-1.0,-2.0
australia,2010,NAT (Primary),2008-09-07,3.0,4.2,-1.0,0.0
australia,2010,NAT (Primary),2008-09-21,4.0,4.0,1.0,2.0
australia,2010,NAT (Primary),2008-10-12,4.0,4.0,0.0,-1.0
australia,2010,NAT (Primary),2008-10-26,3.0,3.6,-1.0,-1.0
australia,2010,NAT (Primary),2008-11-09,3.0,3.4,0.0,1.0
australia,2010,NAT (Primary),2008-11-23,5.0,3.8,2.0,2.0
australia,2010,NAT (Primary),2008-12-07,3.0,3.6,-2.0,-4.0
australia,2010,NAT (Primary),2009-01-18,4.0,3.6,1.0,3.0
australia,2010,NAT (Primary),2009-02-08,4.0,3.8,0.0,-1.0
australia,2010,NAT (Primary),2009-02-22,3.0,3.8,-1.0,-1.0
australia,2010,NAT (Primary),2009-03-09,4.0,3.6,1.0,2.0
australia,2010,NAT (Primary),2009-03-22,5.0,4.0,1.0,0.0
australia,2010,NAT (Primary),2009-04-05,4.0,4.0,-1.0,-2.0
australia,2010,NAT (Primary),2009-04-19,4.0,4.0,0.0,1.0
australia,2010,NAT (Primary),2009-05-03,3.0,4.0,-1.0,-1.0
australia,2010,NAT (Primary),2009-05-17,3.0,3.8,0.0,1.0
australia,2010,NAT (Primary),2009-05-31,3.0,3.4,0.0,0.0
australia,2010,NAT (Primary),2009-06-14,4.0,3.4,1.0,1.0
australia,2010,NAT (Primary),2009-06-28,5.0,3.6,1.0,0.0
australia,2010,NAT (Primary),2009-07-12,5.0,4.0,0.0,-1.0
australia,2010,NAT (Primary),2009-07-26,4.0,4.2,-1.0,-1.0
australia,2010,NAT (Primary),2009-08-09,4.0,4.4,0.0,1.0
australia,2010,NAT (Primary),2009-08-23,4.0,4.4,0.0,0.0
australia,2010,NAT (Primary),2009-09-06,4.0,4.2,0.0,0.0
australia,2010,NAT (Primary),2009-09-20,5.0,4.2,1.0,1.0
